Category,Prompt,Recommendation
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: sky blue; Number of objects: 3; Object colors: brown, gray"
Solid Object,Solid Object scene showing 1 bicycle,"Background color: midnight black; Number of objects: 1; Object colors: yellow, blue"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: light yellow; Number of objects: 1; Object colors: brown, pink"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: forest green; Number of objects: 3; Object colors: pink, purple"
Solid Object,Solid Object scene showing 5 trucks,"Background color: beige; Number of objects: 5; Object colors: pink, white"
Solid Object,Solid Object scene showing 4 motorbikes,"Background color: sunset orange; Number of objects: 4; Object colors: orange, white"
Solid Object,Solid Object scene showing 3 planes,"Background color: midnight black; Number of objects: 3; Object colors: blue, orange"
Solid Object,Solid Object scene showing 2 trains,"Background color: forest green; Number of objects: 2; Object colors: white, blue"
Solid Object,Solid Object scene showing 2 planes,"Background color: navy blue; Number of objects: 2; Object colors: pink, white"
Solid Object,Solid Object scene showing 5 buss,"Background color: beige; Number of objects: 5; Object colors: orange, red"
Solid Object,Solid Object scene showing 5 trucks,"Background color: sky blue; Number of objects: 5; Object colors: blue, brown"
Solid Object,Solid Object scene showing 2 rockets,"Background color: sunset orange; Number of objects: 2; Object colors: red, yellow"
Solid Object,Solid Object scene showing 3 motorbikes,"Background color: midnight black; Number of objects: 3; Object colors: yellow, pink"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: cloudy gray; Number of objects: 4; Object colors: gray, purple"
Solid Object,Solid Object scene showing 2 planes,"Background color: forest green; Number of objects: 2; Object colors: blue, black"
Solid Object,Solid Object scene showing 1 motorbike,"Background color: navy blue; Number of objects: 1; Object colors: blue, red"
Solid Object,Solid Object scene showing 3 cars,"Background color: navy blue; Number of objects: 3; Object colors: black, pink"
Solid Object,Solid Object scene showing 2 trucks,"Background color: sunset orange; Number of objects: 2; Object colors: red, black"
Solid Object,Solid Object scene showing 4 trains,"Background color: forest green; Number of objects: 4; Object colors: brown, gray"
Solid Object,Solid Object scene showing 4 trucks,"Background color: midnight black; Number of objects: 4; Object colors: gray, black"
Solid Object,Solid Object scene showing 5 planes,"Background color: sunset orange; Number of objects: 5; Object colors: pink, purple"
Solid Object,Solid Object scene showing 1 plane,"Background color: cloudy gray; Number of objects: 1; Object colors: black, black"
Solid Object,Solid Object scene showing 1 car,"Background color: cloudy gray; Number of objects: 1; Object colors: black, orange"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: light yellow; Number of objects: 2; Object colors: green, gray"
Solid Object,Solid Object scene showing 2 trucks,"Background color: forest green; Number of objects: 2; Object colors: gray, red"
Solid Object,Solid Object scene showing 1 plane,"Background color: navy blue; Number of objects: 1; Object colors: orange, brown"
Solid Object,Solid Object scene showing 2 trucks,"Background color: sunset orange; Number of objects: 2; Object colors: black, white"
Solid Object,Solid Object scene showing 1 train,"Background color: cloudy gray; Number of objects: 1; Object colors: pink, green"
Solid Object,Solid Object scene showing 2 motorbikes,"Background color: forest green; Number of objects: 2; Object colors: green, gray"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: sky blue; Number of objects: 2; Object colors: green, green"
Solid Object,Solid Object scene showing 1 rocket,"Background color: navy blue; Number of objects: 1; Object colors: red, purple"
Solid Object,Solid Object scene showing 1 bus,"Background color: sunset orange; Number of objects: 1; Object colors: green, yellow"
Solid Object,Solid Object scene showing 4 rockets,"Background color: navy blue; Number of objects: 4; Object colors: green, gray"
Solid Object,Solid Object scene showing 3 cars,"Background color: light yellow; Number of objects: 3; Object colors: purple, purple"
Solid Object,Solid Object scene showing 4 bicycles,"Background color: midnight black; Number of objects: 4; Object colors: black, green"
Solid Object,Solid Object scene showing 5 motorbikes,"Background color: midnight black; Number of objects: 5; Object colors: purple, blue"
Solid Object,Solid Object scene showing 4 cars,"Background color: navy blue; Number of objects: 4; Object colors: orange, black"
Solid Object,Solid Object scene showing 5 trucks,"Background color: sky blue; Number of objects: 5; Object colors: black, yellow"
Solid Object,Solid Object scene showing 2 rockets,"Background color: light yellow; Number of objects: 2; Object colors: red, green"
Solid Object,Solid Object scene showing 5 rockets,"Background color: navy blue; Number of objects: 5; Object colors: pink, red"
Solid Object,Solid Object scene showing 2 rockets,"Background color: light yellow; Number of objects: 2; Object colors: brown, brown"
Solid Object,Solid Object scene showing 4 cars,"Background color: sky blue; Number of objects: 4; Object colors: gray, black"
Solid Object,Solid Object scene showing 5 planes,"Background color: sunset orange; Number of objects: 5; Object colors: gray, brown"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: forest green; Number of objects: 2; Object colors: purple, gray"
Solid Object,Solid Object scene showing 2 rockets,"Background color: beige; Number of objects: 2; Object colors: white, pink"
Solid Object,Solid Object scene showing 1 car,"Background color: beige; Number of objects: 1; Object colors: blue, red"
Solid Object,Solid Object scene showing 1 train,"Background color: sunset orange; Number of objects: 1; Object colors: white, white"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: forest green; Number of objects: 2; Object colors: yellow, gray"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: midnight black; Number of objects: 2; Object colors: purple, yellow"
Solid Object,Solid Object scene showing 5 planes,"Background color: navy blue; Number of objects: 5; Object colors: blue, white"
Solid Object,Solid Object scene showing 2 cars,"Background color: midnight black; Number of objects: 2; Object colors: pink, red"
Solid Object,Solid Object scene showing 5 cars,"Background color: sunset orange; Number of objects: 5; Object colors: purple, green"
Solid Object,Solid Object scene showing 2 trucks,"Background color: forest green; Number of objects: 2; Object colors: red, gray"
Solid Object,Solid Object scene showing 2 buss,"Background color: forest green; Number of objects: 2; Object colors: yellow, red"
Solid Object,Solid Object scene showing 5 bicycles,"Background color: light yellow; Number of objects: 5; Object colors: gray, brown"
Solid Object,Solid Object scene showing 2 bicycles,"Background color: beige; Number of objects: 2; Object colors: green, black"
Solid Object,Solid Object scene showing 2 motorbikes,"Background color: light yellow; Number of objects: 2; Object colors: yellow, black"
Solid Object,Solid Object scene showing 5 cars,"Background color: forest green; Number of objects: 5; Object colors: blue, brown"
Solid Object,Solid Object scene showing 4 planes,"Background color: midnight black; Number of objects: 4; Object colors: orange, white"
Solid Object,Solid Object scene showing 2 buss,"Background color: sunset orange; Number of objects: 2; Object colors: blue, blue"
Solid Object,Solid Object scene showing 1 truck,"Background color: light yellow; Number of objects: 1; Object colors: orange, pink"
Solid Object,Solid Object scene showing 1 rocket,"Background color: forest green; Number of objects: 1; Object colors: green, black"
Solid Object,Solid Object scene showing 2 planes,"Background color: beige; Number of objects: 2; Object colors: orange, gray"
Solid Object,Solid Object scene showing 5 trucks,"Background color: sunset orange; Number of objects: 5; Object colors: blue, brown"
Solid Object,Solid Object scene showing 4 buss,"Background color: light yellow; Number of objects: 4; Object colors: red, green"
Solid Object,Solid Object scene showing 5 bicycles,"Background color: navy blue; Number of objects: 5; Object colors: purple, orange"
Solid Object,Solid Object scene showing 5 trains,"Background color: cloudy gray; Number of objects: 5; Object colors: pink, brown"
Solid Object,Solid Object scene showing 3 buss,"Background color: cloudy gray; Number of objects: 3; Object colors: brown, orange"
Solid Object,Solid Object scene showing 3 cars,"Background color: forest green; Number of objects: 3; Object colors: pink, purple"
Solid Object,Solid Object scene showing 5 buss,"Background color: cloudy gray; Number of objects: 5; Object colors: yellow, green"
Solid Object,Solid Object scene showing 3 trains,"Background color: beige; Number of objects: 3; Object colors: black, brown"
Solid Object,Solid Object scene showing 3 rockets,"Background color: sunset orange; Number of objects: 3; Object colors: green, yellow"
Solid Object,Solid Object scene showing 1 train,"Background color: beige; Number of objects: 1; Object colors: white, red"
Solid Object,Solid Object scene showing 4 cars,"Background color: forest green; Number of objects: 4; Object colors: black, orange"
Solid Object,Solid Object scene showing 5 planes,"Background color: light yellow; Number of objects: 5; Object colors: black, blue"
